"Trgt_Genes"	"Drug_name"	"Drug_chembl_id"
"GZMA"	"CYCLOSPORINE,ZIDOVUDINE"	"CHEMBL129,CHEMBL160"
"GZMB"	"CHEMBL357080"	"CHEMBL357080"
"H19"	NA	NA
"H2AFX"	"ACETYLCYSTEINE,DOXORUBICIN,TEMOZOLOMIDE,TESTOSTERONE"	"CHEMBL386630,CHEMBL53463,CHEMBL600,CHEMBL810"
"HAS3"	"HYDROCORTISONE,TRETINOIN"	"CHEMBL38,CHEMBL389621"
"HASPIN"	"SGI-1776"	"CHEMBL1952329"
"HAVCR2"	NA	NA
"HBA2"	"EFAPROXIRAL"	"CHEMBL18901"
"HBB"	"EFAPROXIRAL,IRON DEXTRAN"	"CHEMBL1201544,CHEMBL18901"
"HBEGF"	NA	NA
"HCAR1"	"3,5-DIHYDROXYBENZOIC ACID,AMSACRINE,D-LACTIC ACID,L-LACTIC ACID,NIACIN"	"CHEMBL330546,CHEMBL358850,CHEMBL43,CHEMBL573,CHEMBL95308"
"HCAR2"	"ACIFRAN,ACIPIMOX,BUTANOIC ACID,CHEMBL1086657,CHEMBL1741437,CHEMBL2036958,CHEMBL247132,CHEMBL456145,CINNAMIC ACID,COUMARIC ACID,FLOXURIDINE,ISOETHARINE HYDROCHLORIDE,MEPENZOLATE,METHYL FUMARATE,NIACIN,THYMIDINE"	"CHEMBL1086657,CHEMBL1200920,CHEMBL14227,CHEMBL1741437,CHEMBL2036958,CHEMBL247132,CHEMBL27246,CHEMBL278488,CHEMBL345714,CHEMBL456145,CHEMBL524004,CHEMBL52609,CHEMBL573,CHEMBL589586,CHEMBL66879,CHEMBL917"
"HCAR3"	"MEPENZOLATE,NIACIN"	"CHEMBL524004,CHEMBL573"
"HCK"	"BOSUTINIB,CHEMBL1081312,DASATINIB,ENMD-981693,IBRUTINIB,ILORASERTIB,MASITINIB,NINTEDANIB,TG100-801,XL-228"	"CHEMBL1081312,CHEMBL1421,CHEMBL1873475,CHEMBL1908391,CHEMBL1980297,CHEMBL288441,CHEMBL3545085,CHEMBL403989,CHEMBL502835,CHEMBL52885"
"HCN1"	"CHEMBL2052019,CILOBRADINE,IVABRADINE,ZATEBRADINE"	"CHEMBL2052019,CHEMBL2105984,CHEMBL471737,CHEMBL69679"
"HCN2"	"CHEMBL2052019,CILOBRADINE,ZATEBRADINE"	"CHEMBL2052019,CHEMBL2105984,CHEMBL69679"
"HCN3"	"CHEMBL2052019,CILOBRADINE,IVABRADINE,ZATEBRADINE"	"CHEMBL2052019,CHEMBL2105984,CHEMBL471737,CHEMBL69679"
"HCN4"	"CHEMBL2052019,CILOBRADINE,DRONEDARONE HYDROCHLORIDE,IVABRADINE,IVABRADINE HYDROCHLORIDE,ORNITHINE,ZATEBRADINE"	"CHEMBL1201729,CHEMBL2052019,CHEMBL2105984,CHEMBL2145077,CHEMBL446143,CHEMBL471737,CHEMBL69679"
"HCRTR1"	"ALMOREXANT,CHEMBL1334465,CHEMBL2110363,CHEMBL2413521,CHEMBL291536,CHEMBL359632,CHEMBL363743,CHEMBL522758,CHLOROTRIANISENE,DIOTYROSINE,FILOREXANT,LEMBOREXANT,METHAMPHETAMINE HYDROCHLORIDE,MUSCARINE,OREXIN B,REPARIXIN,SB-649868,SERTINDOLE,SUVOREXANT"	"CHEMBL1083659,CHEMBL1200761,CHEMBL1200952,CHEMBL1236469,CHEMBL12587,CHEMBL12713,CHEMBL1272307,CHEMBL1334465,CHEMBL191413,CHEMBL2107822,CHEMBL2110363,CHEMBL2413521,CHEMBL291536,CHEMBL3545367,CHEMBL359632,CHEMBL363743,CHEMBL413434,CHEMBL455136,CHEMBL522758"
"HCRTR2"	"ALMOREXANT,LEMBOREXANT,SB-649868,SUVOREXANT"	"CHEMBL1083659,CHEMBL1272307,CHEMBL3545367,CHEMBL455136"
"HDAC1"	"ABEXINOSTAT,APICIDIN,BELINOSTAT,BUTANOIC ACID,CHEMBL100014,CHEMBL1213492,CHEMBL152133,CHEMBL152543,CHEMBL1801250,CHEMBL1851943,CHEMBL191091,CHEMBL191482,CHEMBL491316,CHEMBL491491,CHLAMYDOCIN,CUDC-101,CUDC-907,DACINOSTAT,DEPUDECIN,ENTINOSTAT,MOCETINOSTAT,NEXTURASTAT A,OXAMFLATIN,PANOBINOSTAT,PANOBINOSTAT LACTATE,PHENYLBUTANOIC ACID,PYROXAMIDE,QUISINOSTAT,RICOLINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM BUTYRATE,SODIUM PHENYLBUTYRATE,TACEDINALINE,TRICHOSTATIN,TUCIDINOSTAT,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213459,CHEMBL1213490,CHEMBL1213492,CHEMBL14227,CHEMBL1469,CHEMBL152133,CHEMBL152543,CHEMBL1746,CHEMBL1801250,CHEMBL1851943,CHEMBL191091,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL2179618,CHEMBL235191,CHEMBL2364628,CHEMBL2371450,CHEMBL272980,CHEMBL27759,CHEMBL314389,CHEMBL353581,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL3621988,CHEMBL408513,CHEMBL430060,CHEMBL483254,CHEMBL491316,CHEMBL491491,CHEMBL598797,CHEMBL62381,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC10"	"ABEXINOSTAT,BELINOSTAT,BUFEXAMAC,CHEMBL1213492,CHEMBL1851943,CHEMBL191482,CUDC-101,CUDC-907,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,ROMIDEPSIN,TACEDINALINE,VORINOSTAT"	"CHEMBL1213490,CHEMBL1213492,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL235191,CHEMBL272980,CHEMBL27759,CHEMBL3545052,CHEMBL3545368,CHEMBL408513,CHEMBL483254,CHEMBL598797,CHEMBL94394,CHEMBL98"
"HDAC11"	"BELINOSTAT,CHEMBL1851943,CHEMBL191482,CUDC-101,CUDC-907,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,ROMIDEPSIN,TACEDINALINE,VORINOSTAT"	"CHEMBL1213490,CHEMBL1851943,CHEMBL191482,CHEMBL2105763,CHEMBL235191,CHEMBL272980,CHEMBL27759,CHEMBL3545052,CHEMBL3545368,CHEMBL408513,CHEMBL483254,CHEMBL598797,CHEMBL98"
"HDAC2"	"ABEXINOSTAT,APICIDIN,BELINOSTAT,BUTANOIC ACID,CHEMBL100014,CHEMBL1213492,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CUDC-101,CUDC-907,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,OLAPARIB,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,RICOLINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM PHENYLBUTYRATE,TACEDINALINE,TRICHOSTATIN,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213490,CHEMBL1213492,CHEMBL14227,CHEMBL1746,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL235191,CHEMBL2364628,CHEMBL272980,CHEMBL27759,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL408513,CHEMBL430060,CHEMBL483254,CHEMBL521686,CHEMBL598797,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC3"	"ABEXINOSTAT,APICIDIN,BELINOSTAT,BUTANOIC ACID,CHEMBL100014,CHEMBL1213492,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CUDC-101,CUDC-907,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,RICOLINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM PHENYLBUTYRATE,TACEDINALINE,TRICHOSTATIN,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213490,CHEMBL1213492,CHEMBL14227,CHEMBL1746,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL235191,CHEMBL2364628,CHEMBL272980,CHEMBL27759,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL408513,CHEMBL430060,CHEMBL483254,CHEMBL598797,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC4"	"ABEXINOSTAT,BELINOSTAT,CHEMBL100014,CHEMBL1213492,CHEMBL1851943,CHEMBL191482,CHEMBL3110004,CUDC-101,CUDC-907,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM PHENYLBUTYRATE,TACEDINALINE,TASQUINIMOD,TRICHOSTATIN,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213490,CHEMBL1213492,CHEMBL1746,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL2107784,CHEMBL235191,CHEMBL272980,CHEMBL27759,CHEMBL3110004,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL408513,CHEMBL483254,CHEMBL598797,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC5"	"ABEXINOSTAT,BELINOSTAT,CHEMBL100014,CHEMBL1213492,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CHEMBL3110004,CUDC-101,CUDC-907,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM PHENYLBUTYRATE,TACEDINALINE,TRICHOSTATIN,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213490,CHEMBL1213492,CHEMBL1746,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL235191,CHEMBL272980,CHEMBL27759,CHEMBL3110004,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL408513,CHEMBL483254,CHEMBL598797,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC6"	"ABEXINOSTAT,BELINOSTAT,BUFEXAMAC,CHEMBL1213492,CHEMBL1717890,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CUDC-101,CUDC-907,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,NEXTURASTAT A,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,RICOLINOSTAT,ROMIDEPSIN,SCRIPTAID,TACEDINALINE,TRICHOSTATIN,TUBACIN,VORINOSTAT"	"CHEMBL1213490,CHEMBL1213492,CHEMBL1717890,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL2179618,CHEMBL235191,CHEMBL2364628,CHEMBL272980,CHEMBL27759,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL356769,CHEMBL408513,CHEMBL483254,CHEMBL598797,CHEMBL94394,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC7"	"ABEXINOSTAT,BELINOSTAT,CHEMBL100014,CHEMBL1213492,CHEMBL1851943,CHEMBL191482,CHEMBL3110004,CUDC-101,CUDC-907,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM PHENYLBUTYRATE,TACEDINALINE,TRICHOSTATIN,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213490,CHEMBL1213492,CHEMBL1746,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL235191,CHEMBL272980,CHEMBL27759,CHEMBL3110004,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL408513,CHEMBL483254,CHEMBL598797,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC8"	"ABEXINOSTAT,APICIDIN,BELINOSTAT,BUTANOIC ACID,CHEMBL100014,CHEMBL1213492,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CUDC-101,CUDC-907,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,PANOBINOSTAT LACTATE,QUISINOSTAT,RICOLINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM PHENYLBUTYRATE,TACEDINALINE,TRICHOSTATIN,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213490,CHEMBL1213492,CHEMBL14227,CHEMBL1746,CHEMBL1801250,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL235191,CHEMBL2364628,CHEMBL272980,CHEMBL27759,CHEMBL3545052,CHEMBL3545368,CHEMBL356066,CHEMBL408513,CHEMBL430060,CHEMBL483254,CHEMBL598797,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDAC9"	"ABEXINOSTAT,BELINOSTAT,CHEMBL100014,CHEMBL1213492,CHEMBL1851943,CHEMBL191482,CHEMBL3110004,CUDC-101,DACINOSTAT,ENTINOSTAT,MOCETINOSTAT,PANOBINOSTAT,QUISINOSTAT,ROMIDEPSIN,SCRIPTAID,SODIUM PHENYLBUTYRATE,TRICHOSTATIN,VALPROIC ACID,VORINOSTAT"	"CHEMBL100014,CHEMBL109,CHEMBL1213490,CHEMBL1213492,CHEMBL1746,CHEMBL1851943,CHEMBL191482,CHEMBL2103863,CHEMBL2105763,CHEMBL272980,CHEMBL27759,CHEMBL3110004,CHEMBL356066,CHEMBL408513,CHEMBL483254,CHEMBL598797,CHEMBL96051,CHEMBL98,CHEMBL99"
"HDC"	"LIXIVAPTAN,OMEPRAZOLE"	"CHEMBL1503,CHEMBL49429"
"HDGF"	NA	NA
"HEBP1"	"BARDOXOLONE METHYL"	"CHEMBL1762621"
"HERC2"	"NERATINIB"	"CHEMBL180022"
"HES1"	"TRETINOIN"	"CHEMBL38"
"HEXB"	"CISPLATIN (CHEMBL2068237),CORTISONE,ESTRAMUSTINE,GENTAMICIN,OMEPRAZOLE,RABEPRAZOLE,TAMOXIFEN,THYROXINE"	"CHEMBL111861,CHEMBL1219,CHEMBL1503,CHEMBL1575,CHEMBL2068237,CHEMBL3039597,CHEMBL42115,CHEMBL83"
"HGF"	"ASPIRIN,CABOZANTINIB,EPIGALOCATECHIN GALLATE,FICLATUZUMAB,GONADOTROPIN, CHORIONIC,METHOTREXATE,RESERPINE,RESVERATROL,RILOTUMUMAB,SODIUM HEPARIN,STREPTOZOTOCIN,THALIDOMIDE,TRASTUZUMAB,WORTMANNIN"	"CHEMBL1201509,CHEMBL1201585,CHEMBL165,CHEMBL1651906,CHEMBL1743018,CHEMBL1743063,CHEMBL2105717,CHEMBL25,CHEMBL297453,CHEMBL34259,CHEMBL428496,CHEMBL468,CHEMBL526514,CHEMBL772"
"HIF1A"	"CHEMBL1080759,CHEMBL299763,DEFEROXAMINE,EPOETIN ALFA,GELDANAMYCIN,NITROGLYCERIN,NOSCAPINE,PIMONIDAZOLE,SUNITINIB"	"CHEMBL1080759,CHEMBL1201565,CHEMBL278315,CHEMBL299763,CHEMBL364713,CHEMBL535,CHEMBL556,CHEMBL58752,CHEMBL730"
"HIPK1"	"STAUROSPORINE"	"CHEMBL388978"
"HIPK2"	"VADIMEZAN"	"CHEMBL71263"
"HIPK3"	"SILMITASERTIB"	"CHEMBL1230165"
"HIST3H2A"	"ALBUMIN HUMAN,GONADORELIN ACETATE,TENIPOSIDE,TRICHOSTATIN"	"CHEMBL1200511,CHEMBL1201451,CHEMBL452231,CHEMBL99"
"HIST4H4"	"HYDROGEN PEROXIDE,TRICHOSTATIN"	"CHEMBL71595,CHEMBL99"
"HK1"	NA	NA
"HLA-A"	"CARBAMAZEPINE"	"CHEMBL108"
"HLA-B"	"ABACAVIR,CARBAMAZEPINE,OXCARBAZEPINE,PAZOPANIB,PHENYTOIN,THALIDOMIDE"	"CHEMBL1068,CHEMBL108,CHEMBL1380,CHEMBL16,CHEMBL468,CHEMBL477772"
"HLA-C"	NA	NA
"HLA-DQA1"	"LAPATINIB"	"CHEMBL554"
"HLA-DRA"	"ATEZOLIZUMAB,NIVOLUMAB,PEMBROLIZUMAB"	"CHEMBL2108738,CHEMBL3137343,CHEMBL3707227"
"HLA-DRB1"	"LAPATINIB,LYM-1"	"CHEMBL2109447,CHEMBL554"
"HLA-DRB2"	"PLOVAMER ACETATE"	"CHEMBL2108712"
"HLA-DRB3"	"1D09C3"	"CHEMBL2109518"
"HLA-DRB4"	"1D09C3"	"CHEMBL2109518"
"HLA-DRB5"	"1D09C3"	"CHEMBL2109518"
"HMBS"	NA	NA
"HMGB1"	"AMPICILLIN,ANTIBIOTIC,CHLORAMPHENICOL,EPIGALOCATECHIN GALLATE,HEXAMETHYLENEBISACETAMIDE,ITRACONAZOLE,PREDNISOLONE,QUINACRINE DIHYDROCHLORIDE,SODIUM CHLORIDE,SULFURIC ACID,UREA,VOLANESORSEN SODIUM"	"CHEMBL1200574,CHEMBL130,CHEMBL131,CHEMBL174,CHEMBL22587,CHEMBL291481,CHEMBL297453,CHEMBL3544989,CHEMBL554190,CHEMBL572964,CHEMBL606111,CHEMBL985"
"HMGCR"	"ASPIRIN,ATORVASTATIN,ATORVASTATIN CALCIUM,CERIVASTATIN,CERIVASTATIN SODIUM,CHEMBL101497,CHEMBL115307,CHEMBL1163804,CHEMBL1165259,CHEMBL1205894,CHEMBL133434,CHEMBL160102,CHEMBL161829,CHEMBL228528,CHEMBL228955,CHEMBL318707,CHEMBL400874,CHEMBL412295,CHEMBL483819,CHEMBL489540,FLUVASTATIN SODIUM,LAROPIPRANT,LOVASTATIN,MEVASTATIN,PITAVASTATIN,PITAVASTATIN CALCIUM,PRAVASTATIN,PRAVASTATIN SODIUM,ROSUVASTATIN,ROSUVASTATIN CALCIUM,SIMVASTATIN,VALERIC ACID,VALPROIC ACID"	"CHEMBL101497,CHEMBL1064,CHEMBL109,CHEMBL1144,CHEMBL115307,CHEMBL1163804,CHEMBL1165259,CHEMBL1200563,CHEMBL1201753,CHEMBL1205894,CHEMBL1237061,CHEMBL133434,CHEMBL1477,CHEMBL1487,CHEMBL1496,CHEMBL160102,CHEMBL161829,CHEMBL1744447,CHEMBL2218894,CHEMBL228528,CHEMBL228955,CHEMBL25,CHEMBL268736,CHEMBL318707,CHEMBL393220,CHEMBL400874,CHEMBL412295,CHEMBL426559,CHEMBL483819,CHEMBL489540,CHEMBL503,CHEMBL54440,CHEMBL690"
"HMGCS1"	"3-HYDROXY-3-METHYLGLUTARYL-COENZYME A"	"CHEMBL1794644"
"HMMR"	"HYALURONIC ACID"	"CHEMBL1697748"
"HMOX1"	"ASPIRIN,SORAFENIB,SUNITINIB,ZINC CHLORIDE"	"CHEMBL1200679,CHEMBL1336,CHEMBL25,CHEMBL535"
"HMOX2"	"BETAMETHASONE,MORPHINE"	"CHEMBL632,CHEMBL70"
"HNF1A"	NA	NA
"HNF4A"	"ALBUMIN HUMAN,ANDROSTENEDIONE,CETUXIMAB,LINOLEIC ACID,ROSIGLITAZONE,TESTOSTERONE,UREA"	"CHEMBL1201451,CHEMBL1201577,CHEMBL121,CHEMBL267476,CHEMBL274826,CHEMBL386630,CHEMBL985"
"HNMT"	NA	NA
"HOXA9"	"FILGRASTIM"	"CHEMBL1201567"
"HOXB1"	"HEXAMETHYLENEBISACETAMIDE,TRETINOIN"	"CHEMBL291481,CHEMBL38"
"HOXD1"	"TRETINOIN"	"CHEMBL38"
"HP"	"ESTRADIOL,PYRIDOXINE,STREPTOZOTOCIN"	"CHEMBL135,CHEMBL1364,CHEMBL1651906"
"HPD"	"NITISINONE"	"CHEMBL1337"
"HPGD"	"IBUPROFEN,SODIUM CHLORIDE"	"CHEMBL1200574,CHEMBL521"
"HPGDS"	"CHEMBL574003"	"CHEMBL574003"
"HPN"	"BENTIROMIDE"	"CHEMBL1200368"
"HPRT1"	"LAMIVUDINE,MERCAPTOPURINE,MYCOPHENOLIC ACID"	"CHEMBL141,CHEMBL1425,CHEMBL866"
"HPSE"	"HEPARIN,MUPARFOSTAT (CHEMBL1615835),THROMBIN"	"CHEMBL1615835,CHEMBL1909300,CHEMBL2108110"
"HRAS"	"ALPELISIB,ANTIBIOTIC,AZD-4547,AZD-8055,BEVACIZUMAB,BINIMETINIB,BRYOSTATIN,BUPARLISIB,CABOZANTINIB,CETUXIMAB,CHEMBL1221512,CHEMBL35482,CHEMBL387187,CI-1040,DACTOLISIB,DASATINIB,DIETHYLSTILBESTROL,DIMETHYL SULFOXIDE,DOCETAXEL,E-6201,EDARAVONE,EPOETIN BETA,EVEROLIMUS,GEMCITABINE,HEXAMETHYLENEBISACETAMIDE,HYDROXYUREA,LONAFARNIB,METFORMIN,MK-2206,N-METHYL-N-NITROSUREA,NITROGLYCERIN,PANITUMUMAB,PD-0325901,PD-173074,RIGOSERTIB,SELUMETINIB,SF-1126,SIROLIMUS,STREPTOZOTOCIN,TIPIFARNIB,TRAMETINIB,VITAMIN E"	"CHEMBL105442,CHEMBL1079175,CHEMBL1097999,CHEMBL1201577,CHEMBL1201583,CHEMBL1201827,CHEMBL1221512,CHEMBL1241855,CHEMBL1421,CHEMBL1431,CHEMBL1614701,CHEMBL1651906,CHEMBL1801204,CHEMBL1879463,CHEMBL189584,CHEMBL1908360,CHEMBL2017974,CHEMBL2103875,CHEMBL2105717,CHEMBL2109092,CHEMBL2326966,CHEMBL2396661,CHEMBL288958,CHEMBL289228,CHEMBL290916,CHEMBL291481,CHEMBL298734,CHEMBL3184679,CHEMBL3187723,CHEMBL35482,CHEMBL387187,CHEMBL411,CHEMBL413,CHEMBL449158,CHEMBL467,CHEMBL47,CHEMBL504,CHEMBL507361,CHEMBL606111,CHEMBL730,CHEMBL888,CHEMBL92"
